bankId;cid;account
1;7360;PL88102024980000000000002410
3;7360;PL88107719960000000000002411
1;7362;PL88102024980000000000002414
1;7367;PL88102024980000000000002426
3;7367;PL88107719960000000000002427
1;7369;PL88102024980000000000002432
3;7369;PL88107719960000000000002433
3;7369;PL88107719960000000000002434
1;7376;PL88102024980000000000002452
2;7376;PL88107719950000000000002453
1;7379;PL88102024980000000000002462
2;7379;PL88107719950000000000002463
4;7379;PL88107719980000000000002464
1;7381;PL88102024980000000000002467
3;7381;PL88107719960000000000002468
1;7385;PL88102024980000000000002478
2;7385;PL88107719950000000000002479
4;7385;PL88107719980000000000002480
1;7386;PL88102024980000000000002481
3;7386;PL88107719960000000000002482
4;7386;PL88107719980000000000002483
1;7388;PL88102024980000000000002488
2;7388;PL88107719950000000000002492
4;7388;PL88107719980000000000002489
4;7388;PL88107719980000000000002490
4;7388;PL88107719980000000000002491
1;7393;PL88102024980000000000002498
3;7393;PL88107719960000000000002499
3;7393;PL88107719960000000000002501
3;7393;PL88107719960000000000002502
4;7393;PL88107719980000000000002500
1;7395;PL88102024980000000000002504
1;7397;PL88102024980000000000002508
1;7399;PL88102024980000000000002510
4;7399;PL88107719980000000000002511
1;7400;PL88102024980000000000002512
1;7404;PL88102024980000000000002518
1;7405;PL88102024980000000000002519
4;7405;PL88107719980000000000002520
4;7405;PL88107719980000000000002521
1;7406;PL88102024980000000000002522
1;7407;PL88102024980000000000002523
4;7407;PL88107719980000000000002524
4;7407;PL88107719980000000000002525
1;7408;PL88102024980000000000002526
2;7408;PL88107719950000000000002527
1;7411;PL88102024980000000000002532
4;7411;PL88107719980000000000002533
1;7412;PL88102024980000000000002534
2;7412;PL88107719950000000000002535
1;7414;PL88102024980000000000002537
3;7414;PL88107719960000000000002538
3;7414;PL88107719960000000000002539
1;7416;PL88102024980000000000002541
1;7417;PL88102024980000000000002542
3;7417;PL88107719960000000000002543
4;7417;PL88107719980000000000002544
1;7418;PL88102024980000000000002545
1;7420;PL88102024980000000000002548
1;7421;PL88102024980000000000002549
1;7422;PL88102024980000000000002550
4;7422;PL88107719980000000000002551
4;7422;PL88107719980000000000002552
1;7423;PL88102024980000000000002553
1;7425;PL88102024980000000000002555
3;7425;PL88107719960000000000002556
4;7425;PL88107719980000000000002557
1;7426;PL88102024980000000000002558
2;7426;PL88107719950000000000002559
2;7426;PL88107719950000000000002560
1;7427;PL88102024980000000000002561
2;7427;PL88107719950000000000002562
1;7429;PL88102024980000000000002565
3;7429;PL88107719960000000000002566
1;7432;PL88102024980000000000002569
1;7433;PL88102024980000000000002570
2;7433;PL88107719950000000000002571
2;7433;PL88107719950000000000002572
1;7434;PL88102024980000000000002573
2;7434;PL88107719950000000000002574
3;7434;PL88107719960000000000002575
4;7434;PL88107719980000000000002576
1;7438;PL88102024980000000000002585
3;7438;PL88107719960000000000002586
1;7440;PL88102024980000000000002590
1;7444;PL88102024980000000000002598
3;7444;PL88107719960000000000002601
4;7444;PL88107719980000000000002599
4;7444;PL88107719980000000000002600
1;7447;PL88102024980000000000002608
1;7448;PL88102024980000000000002609
2;7448;PL88107719950000000000002610
1;7449;PL88102024980000000000002611
4;7449;PL88107719980000000000002612
1;7450;PL88102024980000000000002613
4;7450;PL88107719980000000000002614
1;7451;PL88102024980000000000002615
1;7452;PL88102024980000000000002616
2;7452;PL88107719950000000000002617
1;7454;PL88102024980000000000002620
1;7456;PL88102024980000000000002622
3;7456;PL88107719960000000000002623
1;7458;PL88102024980000000000002625
2;7458;PL88107719950000000000002626
3;7458;PL88107719960000000000002627
1;7463;PL88102024980000000000002637
1;7464;PL88102024980000000000002638
1;7469;PL88102024980000000000002648
1;7470;PL88102024980000000000002649
2;7470;PL88107719950000000000002651
3;7470;PL88107719960000000000002650
3;7470;PL88107719960000000000002652
1;7474;PL88102024980000000000002659
1;7475;PL88102024980000000000002660
1;7478;PL88102024980000000000002668
4;7478;PL88107719980000000000002669
4;7478;PL88107719980000000000002670
1;7483;PL88102024980000000000002679
3;7483;PL88107719960000000000002680
4;7483;PL88107719980000000000002681
1;7484;PL88102024980000000000002682
3;7484;PL88107719960000000000002683
1;7486;PL88102024980000000000002687
3;7486;PL88107719960000000000002688
3;7486;PL88107719960000000000002689
1;7489;PL88102024980000000000002693
2;7489;PL88107719950000000000002694
1;7490;PL88102024980000000000002695
2;7490;PL88107719950000000000002696
1;7491;PL88102024980000000000002697
1;7492;PL88102024980000000000002698
1;7493;PL88102024980000000000002699
1;7494;PL88102024980000000000002700
4;7494;PL88107719980000000000002701
1;7495;PL88102024980000000000002702
2;7495;PL88107719950000000000002703
1;7499;PL88102024980000000000002712
3;7499;PL88107719960000000000002713
1;7502;PL88102024980000000000002719
3;7502;PL88107719960000000000002720
1;7503;PL88102024980000000000002721
4;7503;PL88107719980000000000002722
1;7507;PL88102024980000000000002732
1;7508;PL88102024980000000000002733
3;7508;PL88107719960000000000002734
1;7511;PL88102024980000000000002738
1;7513;PL88102024980000000000002741
1;7514;PL88102024980000000000002742
1;7515;PL88102024980000000000002743
3;7515;PL88107719960000000000002744
1;7516;PL88102024980000000000002745
3;7516;PL88107719960000000000002746
1;7518;PL88102024980000000000002749
2;7518;PL88107719950000000000002750
3;7518;PL88107719960000000000002752
4;7518;PL88107719980000000000002751
4;7518;PL88107719980000000000002753
1;7519;PL88102024980000000000002754
3;7519;PL88107719960000000000002755
1;7520;PL88102024980000000000002756
3;7520;PL88107719960000000000002757
1;7521;PL88102024980000000000002758
1;7523;PL88102024980000000000002762
2;7523;PL88107719950000000000002765
2;7523;PL88107719950000000000002766
3;7523;PL88107719960000000000002763
4;7523;PL88107719980000000000002764
1;7524;PL88102024980000000000002767
1;7525;PL88102024980000000000002768
2;7525;PL88107719950000000000002769
4;7525;PL88107719980000000000002770
1;7533;PL88102024980000000000002787
1;7534;PL88102024980000000000002788
2;7534;PL88107719950000000000002789
1;7535;PL88102024980000000000002790
2;7535;PL88107719950000000000002791
1;7537;PL88102024980000000000002793
4;7537;PL88107719980000000000002794
1;7544;PL88102024980000000000002806
3;7544;PL88107719960000000000002808
4;7544;PL88107719980000000000002807
4;7544;PL88107719980000000000002809
1;7545;PL88102024980000000000002810
1;7547;PL88102024980000000000002812
3;7547;PL88107719960000000000002813
1;7550;PL88102024980000000000002817
2;7550;PL88107719950000000000002818
3;7550;PL88107719960000000000002819
1;7551;PL88102024980000000000002820
2;7551;PL88107719950000000000002822
4;7551;PL88107719980000000000002821
1;7553;PL88102024980000000000002825
2;7553;PL88107719950000000000002826
1;7554;PL88102024980000000000002827
1;7555;PL88102024980000000000002828
1;7556;PL88102024980000000000002829
2;7556;PL88107719950000000000002832
4;7556;PL88107719980000000000002830
4;7556;PL88107719980000000000002831
1;7558;PL88102024980000000000002837
2;7558;PL88107719950000000000002838
1;7559;PL88102024980000000000002839
2;7559;PL88107719950000000000002840
1;7562;PL88102024980000000000002854
1;7564;PL88102024980000000000002859
3;7564;PL88107719960000000000002860
1;7565;PL88102024980000000000002861
1;7566;PL88102024980000000000002862
2;7566;PL88107719950000000000002865
3;7566;PL88107719960000000000002863
4;7566;PL88107719980000000000002864
1;7567;PL88102024980000000000002866
1;7568;PL88102024980000000000002867
1;7569;PL88102024980000000000002868
1;7570;PL88102024980000000000002869
2;7570;PL88107719950000000000002870
1;7571;PL88102024980000000000002871
3;7571;PL88107719960000000000002872
1;7572;PL88102024980000000000002873
1;7574;PL88102024980000000000002876
4;7574;PL88107719980000000000002877
1;7577;PL88102024980000000000002882
1;7578;PL88102024980000000000002883
1;7582;PL88102024980000000000002892
4;7582;PL88107719980000000000002893
1;7583;PL88102024980000000000002894
2;7583;PL88107719950000000000002895
3;7583;PL88107719960000000000002896
1;7584;PL88102024980000000000002897
1;7586;PL88102024980000000000002900
3;7586;PL88107719960000000000002901
1;7587;PL88102024980000000000002902
1;7588;PL88102024980000000000002903
1;7590;PL88102024980000000000002906
4;7590;PL88107719980000000000002907
1;7591;PL88102024980000000000002908
3;7591;PL88107719960000000000002909
1;7593;PL88102024980000000000002912
1;7594;PL88102024980000000000002913
2;7594;PL88107719950000000000002914
1;7595;PL88102024980000000000002915
2;7595;PL88107719950000000000002916
1;7596;PL88102024980000000000002917
1;7597;PL88102024980000000000002918
1;7598;PL88102024980000000000002919
4;7598;PL88107719980000000000002920
4;7598;PL88107719980000000000002921
1;7599;PL88102024980000000000002922
3;7599;PL88107719960000000000002923
1;7601;PL88102024980000000000002926
1;7604;PL88102024980000000000002936
2;7604;PL88107719950000000000002937
1;7609;PL88102024980000000000002947
3;7609;PL88107719960000000000002949
4;7609;PL88107719980000000000002948
1;7611;PL88102024980000000000002952
2;7611;PL88107719950000000000002953
1;7614;PL88102024980000000000002957
2;7614;PL88107719950000000000002958
1;7618;PL88102024980000000000002969
4;7618;PL88107719980000000000002970
1;7620;PL88102024980000000000002973
1;7621;PL88102024980000000000002974
3;7621;PL88107719960000000000002975
1;7623;PL88102024980000000000002978
2;7623;PL88107719950000000000002980
3;7623;PL88107719960000000000002979
1;7627;PL88102024980000000000002985
1;7628;PL88102024980000000000002986
2;7628;PL88107719950000000000002987
1;7629;PL88102024980000000000002988
2;7629;PL88107719950000000000002989
1;7630;PL88102024980000000000002990
4;7630;PL88107719980000000000002991
1;7631;PL88102024980000000000002992
4;7631;PL88107719980000000000002993
1;7632;PL88102024980000000000002994
2;7632;PL88107719950000000000002995
2;7632;PL88107719950000000000002996
1;7635;PL88102024980000000000002999
4;7635;PL88107719980000000000003000
1;7636;PL88102024980000000000003001
2;7636;PL88107719950000000000003003
3;7636;PL88107719960000000000003002
3;7636;PL88107719960000000000003004
1;7637;PL88102024980000000000003005
3;7637;PL88107719960000000000003006
1;7638;PL88102024980000000000003007
1;7642;PL88102024980000000000003014
1;7643;PL88102024980000000000003015
2;7643;PL88107719950000000000003017
3;7643;PL88107719960000000000003016
1;7644;PL88102024980000000000003018
1;7648;PL88102024980000000000003028
1;7649;PL88102024980000000000003029
1;7650;PL88102024980000000000003030
3;7650;PL88107719960000000000003031
1;7652;PL88102024980000000000003033
2;7652;PL88107719950000000000003034
3;7652;PL88107719960000000000003035
1;7653;PL88102024980000000000003036
2;7653;PL88107719950000000000003038
2;7653;PL88107719950000000000003039
3;7653;PL88107719960000000000003037
1;7657;PL88102024980000000000003045
4;7657;PL88107719980000000000003046
4;7657;PL88107719980000000000003047
1;7659;PL88102024980000000000003049
1;7667;PL88102024980000000000003066
3;7667;PL88107719960000000000003067
1;7671;PL88102024980000000000003072
1;7676;PL88102024980000000000003084
4;7676;PL88107719980000000000003085
1;7682;PL88102024980000000000003097
4;7682;PL88107719980000000000003098
1;7683;PL88102024980000000000003099
2;7683;PL88107719950000000000003100
2;7683;PL88107719950000000000003101
2;7683;PL88107719950000000000003102
3;7683;PL88107719960000000000003103
1;7684;PL88102024980000000000003104
1;7685;PL88102024980000000000003105
4;7685;PL88107719980000000000003107
4;7685;PL88107719980000000000003106
1;7686;PL88102024980000000000003108
4;7686;PL88107719980000000000003109
1;7688;PL88102024980000000000003114
3;7688;PL88107719960000000000003115
1;7691;PL88102024980000000000003118
2;7691;PL88107719950000000000003119
3;7691;PL88107719960000000000003120
1;7692;PL88102024980000000000003121
1;7693;PL88102024980000000000003122
3;7693;PL88107719960000000000003123
3;7693;PL88107719960000000000003125
4;7693;PL88107719980000000000003124
1;7696;PL88102024980000000000003129
1;7697;PL88102024980000000000003130
2;7697;PL88107719950000000000003131
1;7698;PL88102024980000000000003132
2;7698;PL88107719950000000000003133
2;7698;PL88107719950000000000003135
4;7698;PL88107719980000000000003134
1;7700;PL88102024980000000000003138
4;7700;PL88107719980000000000003139
1;7703;PL88102024980000000000003144
3;7703;PL88107719960000000000003146
4;7703;PL88107719980000000000003145
1;7704;PL88102024980000000000003147
1;7705;PL88102024980000000000003148
1;7707;PL88102024980000000000003150
1;7708;PL88102024980000000000003151
2;7708;PL88107719950000000000003153
4;7708;PL88107719980000000000003152
1;7711;PL88102024980000000000003158
4;7711;PL88107719980000000000003159
1;7714;PL88102024980000000000003164
2;7714;PL88107719950000000000003165
4;7714;PL88107719980000000000003166
1;7715;PL88102024980000000000003167
2;7715;PL88107719950000000000003168
4;7715;PL88107719980000000000003169
4;7715;PL88107719980000000000003170
1;7716;PL88102024980000000000003171
2;7716;PL88107719950000000000003173
3;7716;PL88107719960000000000003172
1;7718;PL88102024980000000000003178
1;7719;PL88102024980000000000003179
3;7719;PL88107719960000000000003180
1;7720;PL88102024980000000000003181
4;7720;PL88107719980000000000003182
4;7720;PL88107719980000000000003183
1;7722;PL88102024980000000000003185
1;7725;PL88102024980000000000003189
1;7726;PL88102024980000000000003190
3;7726;PL88107719960000000000003191
4;7726;PL88107719980000000000003192
1;7729;PL88102024980000000000003197
4;7729;PL88107719980000000000003198
1;7731;PL88102024980000000000003200
1;7732;PL88102024980000000000003201
1;7736;PL88102024980000000000003206
2;7736;PL88107719950000000000003207
1;7739;PL88102024980000000000003210
2;7739;PL88107719950000000000003212
4;7739;PL88107719980000000000003211
1;7742;PL88102024980000000000003219
1;7743;PL88102024980000000000003220
1;7744;PL88102024980000000000003221
1;7747;PL88102024980000000000003227
1;7748;PL88102024980000000000003228
2;7748;PL88107719950000000000003229
1;7752;PL88102024980000000000003239
3;7752;PL88107719960000000000003240
4;7752;PL88107719980000000000003241
1;7753;PL88102024980000000000003242
1;7754;PL88102024980000000000003243
1;7755;PL88102024980000000000003244
1;7757;PL88102024980000000000003248
2;7757;PL88107719950000000000003250
4;7757;PL88107719980000000000003249
1;7759;PL88102024980000000000003254
2;7759;PL88107719950000000000003255
2;7759;PL88107719950000000000003256
1;7760;PL88102024980000000000003257
2;7760;PL88107719950000000000003258
1;7761;PL88102024980000000000003259
2;7761;PL88107719950000000000003260
2;7761;PL88107719950000000000003261
1;7762;PL88102024980000000000003262
1;7763;PL88102024980000000000003263
2;7763;PL88107719950000000000003265
3;7763;PL88107719960000000000003264
3;7763;PL88107719960000000000003266
1;7764;PL88102024980000000000003267
1;7765;PL88102024980000000000003268
2;7765;PL88107719950000000000003269
1;7767;PL88102024980000000000003271
4;7767;PL88107719980000000000003272
1;7769;PL88102024980000000000003280
3;7769;PL88107719960000000000003281
3;7769;PL88107719960000000000003282
4;7769;PL88107719980000000000003283
1;7773;PL88102024980000000000003291
2;7773;PL88107719950000000000003292
1;7774;PL88102024980000000000003293
2;7774;PL88107719950000000000003294
3;7774;PL88107719960000000000003295
4;7774;PL88107719980000000000003296
1;7775;PL88102024980000000000003297
2;7775;PL88107719950000000000003298
2;7775;PL88107719950000000000003300
4;7775;PL88107719980000000000003299
1;7776;PL88102024980000000000003301
4;7776;PL88107719980000000000003302
1;7777;PL88102024980000000000003303
2;7777;PL88107719950000000000003304
2;7777;PL88107719950000000000003305
1;7780;PL88102024980000000000003308
1;7781;PL88102024980000000000003309
1;7782;PL88102024980000000000003310
2;7782;PL88107719950000000000003311
3;7782;PL88107719960000000000003312
1;7783;PL88102024980000000000003313
2;7783;PL88107719950000000000003314
1;7784;PL88102024980000000000003315
3;7784;PL88107719960000000000003316
1;7785;PL88102024980000000000003317
1;7786;PL88102024980000000000003318
4;7786;PL88107719980000000000003319
1;7787;PL88102024980000000000003320
2;7787;PL88107719950000000000003321
1;7788;PL88102024980000000000003322
4;7788;PL88107719980000000000003323
1;7790;PL88102024980000000000003330
1;7791;PL88102024980000000000003331
2;7791;PL88107719950000000000003332
1;7792;PL88102024980000000000003333
2;7792;PL88107719950000000000003337
3;7792;PL88107719960000000000003334
4;7792;PL88107719980000000000003335
4;7792;PL88107719980000000000003336
1;7794;PL88102024980000000000003340
2;7794;PL88107719950000000000003342
4;7794;PL88107719980000000000003341
1;7796;PL88102024980000000000003346
2;7796;PL88107719950000000000003347
1;7800;PL88102024980000000000003356
1;7801;PL88102024980000000000003357
2;7801;PL88107719950000000000003358
1;7802;PL88102024980000000000003359
3;7802;PL88107719960000000000003361
3;7802;PL88107719960000000000003362
4;7802;PL88107719980000000000003360
4;7802;PL88107719980000000000003363
1;7804;PL88102024980000000000003367
1;7805;PL88102024980000000000003368
4;7805;PL88107719980000000000003369
4;7805;PL88107719980000000000003370
1;7809;PL88102024980000000000003378
1;7815;PL88102024980000000000003390
3;7815;PL88107719960000000000003391
1;7816;PL88102024980000000000003392
1;7822;PL88102024980000000000003405
2;7822;PL88107719950000000000003406
1;7823;PL88102024980000000000003407
1;7825;PL88102024980000000000003409
1;7826;PL88102024980000000000003410
3;7826;PL88107719960000000000003411
4;7826;PL88107719980000000000003412
4;7826;PL88107719980000000000003413
1;7827;PL88102024980000000000003414
1;7828;PL88102024980000000000003415
1;7829;PL88102024980000000000003416
2;7829;PL88107719950000000000003417
4;7829;PL88107719980000000000003418
1;7830;PL88102024980000000000003419
3;7830;PL88107719960000000000003420
4;7830;PL88107719980000000000003421
1;7831;PL88102024980000000000003422
1;7832;PL88102024980000000000003423
2;7832;PL88107719950000000000003426
3;7832;PL88107719960000000000003424
4;7832;PL88107719980000000000003425
1;7836;PL88102024980000000000003436
2;7836;PL88107719950000000000003439
3;7836;PL88107719960000000000003437
4;7836;PL88107719980000000000003438
4;7836;PL88107719980000000000003440
1;7837;PL88102024980000000000003441
2;7837;PL88107719950000000000003443
3;7837;PL88107719960000000000003444
4;7837;PL88107719980000000000003442
1;7839;PL88102024980000000000003446
3;7839;PL88107719960000000000003447
1;7840;PL88102024980000000000003448
1;7844;PL88102024980000000000003460
1;7845;PL88102024980000000000003461
2;7845;PL88107719950000000000003462
1;7849;PL88102024980000000000003474
2;7849;PL88107719950000000000003475
1;7851;PL88102024980000000000003477
3;7851;PL88107719960000000000003479
4;7851;PL88107719980000000000003478
1;7854;PL88102024980000000000003485
2;7854;PL88107719950000000000003486
3;7854;PL88107719960000000000003487
1;7858;PL88102024980000000000003495
3;7858;PL88107719960000000000003496
3;7858;PL88107719960000000000003497
1;7860;PL88102024980000000000003499
2;7860;PL88107719950000000000003500
1;7863;PL88102024980000000000003506
2;7863;PL88107719950000000000003507
4;7863;PL88107719980000000000003508
1;7864;PL88102024980000000000003509
1;7865;PL88102024980000000000003510
3;7865;PL88107719960000000000003512
4;7865;PL88107719980000000000003511
1;7867;PL88102024980000000000003515
1;7870;PL88102024980000000000003524
2;7870;PL88107719950000000000003526
3;7870;PL88107719960000000000003525
4;7870;PL88107719980000000000003527
4;7870;PL88107719980000000000003528
1;7872;PL88102024980000000000003530
1;7874;PL88102024980000000000003536
1;7881;PL88102024980000000000003553
3;7881;PL88107719960000000000003554
1;7882;PL88102024980000000000003555
1;7883;PL88102024980000000000003556
1;7885;PL88102024980000000000003562
1;7887;PL88102024980000000000003565
1;7889;PL88102024980000000000003570
1;7892;PL88102024980000000000003573
4;7892;PL88107719980000000000003574
1;7895;PL88102024980000000000003587
1;7896;PL88102024980000000000003588
4;7896;PL88107719980000000000003589
1;7900;PL88102024980000000000003595
1;7901;PL88102024980000000000003596
1;7903;PL88102024980000000000003598
2;7903;PL88107719950000000000003599
1;7905;PL88102024980000000000003607
2;7905;PL88107719950000000000003608
2;7905;PL88107719950000000000003610
3;7905;PL88107719960000000000003609
1;7907;PL88102024980000000000003613
4;7907;PL88107719980000000000003614
1;7910;PL88102024980000000000003617
4;7910;PL88107719980000000000003618
1;7911;PL88102024980000000000003619
4;7911;PL88107719980000000000003620
4;7911;PL88107719980000000000003621
1;7912;PL88102024980000000000003622
2;7912;PL88107719950000000000003623
1;7914;PL88102024980000000000003626
1;7915;PL88102024980000000000003627
4;7915;PL88107719980000000000003628
4;7915;PL88107719980000000000003629
1;7916;PL88102024980000000000003630
1;7917;PL88102024980000000000003631
1;7918;PL88102024980000000000003632
1;7919;PL88102024980000000000003633
2;7919;PL88107719950000000000003634
1;7920;PL88102024980000000000003635
1;7921;PL88102024980000000000003636
2;7921;PL88107719950000000000003638
2;7921;PL88107719950000000000003639
3;7921;PL88107719960000000000003637
1;7922;PL88102024980000000000003640
1;7923;PL88102024980000000000003641
1;7925;PL88102024980000000000003646
1;7927;PL88102024980000000000003652
4;7927;PL88107719980000000000003653
1;7930;PL88102024980000000000003661
1;7932;PL88102024980000000000003665
4;7932;PL88107719980000000000003666
1;7933;PL88102024980000000000003667
1;7934;PL88102024980000000000003668
3;7934;PL88107719960000000000003669
1;7935;PL88102024980000000000003670
1;7936;PL88102024980000000000003671
3;7936;PL88107719960000000000003672
3;7936;PL88107719960000000000003673
1;7938;PL88102024980000000000003676
1;7939;PL88102024980000000000003677
1;7940;PL88102024980000000000003678
1;7941;PL88102024980000000000003679
3;7941;PL88107719960000000000003680
3;7941;PL88107719960000000000003681
1;7944;PL88102024980000000000003690
3;7944;PL88107719960000000000003691
1;7945;PL88102024980000000000003692
2;7945;PL88107719950000000000003693
1;7950;PL88102024980000000000003704
1;7951;PL88102024980000000000003705
1;7952;PL88102024980000000000003706
1;7953;PL88102024980000000000003707
4;7953;PL88107719980000000000003708
1;7954;PL88102024980000000000003709
2;7954;PL88107719950000000000003710
1;7957;PL88102024980000000000003714
2;7957;PL88107719950000000000003716
3;7957;PL88107719960000000000003717
4;7957;PL88107719980000000000003715
1;7958;PL88102024980000000000003718
2;7958;PL88107719950000000000003719
3;7958;PL88107719960000000000003720
1;7960;PL88102024980000000000003722
4;7960;PL88107719980000000000003723
1;7961;PL88102024980000000000003724
4;7961;PL88107719980000000000003725
1;7963;PL88102024980000000000003729
1;7964;PL88102024980000000000003730
1;7965;PL88102024980000000000003731
2;7965;PL88107719950000000000003732
1;7967;PL88102024980000000000003738
1;7969;PL88102024980000000000003741
2;7969;PL88107719950000000000003742
4;7969;PL88107719980000000000003743
4;7969;PL88107719980000000000003744
1;7970;PL88102024980000000000003745
4;7970;PL88107719980000000000003746
1;7971;PL88102024980000000000003747
2;7971;PL88107719950000000000003748
1;7972;PL88102024980000000000003749
1;7975;PL88102024980000000000003755
2;7975;PL88107719950000000000003756
2;7975;PL88107719950000000000003757
1;7976;PL88102024980000000000003758
1;7977;PL88102024980000000000003759
1;7980;PL88102024980000000000003768
2;7980;PL88107719950000000000003770
4;7980;PL88107719980000000000003769
1;7984;PL88102024980000000000003779
2;7984;PL88107719950000000000003780
2;7984;PL88107719950000000000003781
1;7986;PL88102024980000000000003784
1;7988;PL88102024980000000000003787
4;7988;PL88107719980000000000003788
1;7989;PL88102024980000000000003789
2;7989;PL88107719950000000000003790
2;7989;PL88107719950000000000003791
2;7989;PL88107719950000000000003792
1;7994;PL88102024980000000000003799
2;7994;PL88107719950000000000003800
1;7996;PL88102024980000000000003803
1;7998;PL88102024980000000000003806
4;7998;PL88107719980000000000003807
1;8001;PL88102024980000000000003816
1;8003;PL88102024980000000000003818
2;8003;PL88107719950000000000003819
1;8006;PL88102024980000000000003823
2;8006;PL88107719950000000000003824
1;8009;PL88102024980000000000003827
4;8009;PL88107719980000000000003828
1;8011;PL88102024980000000000003833
1;8012;PL88102024980000000000003834
1;8013;PL88102024980000000000003835
1;8014;PL88102024980000000000003836
1;8015;PL88102024980000000000003837
3;8015;PL88107719960000000000003839
4;8015;PL88107719980000000000003838
1;8016;PL88102024980000000000003840
1;8019;PL88102024980000000000003845
1;8020;PL88102024980000000000003846
3;8020;PL88107719960000000000003848
4;8020;PL88107719980000000000003847
1;8021;PL88102024980000000000003849
2;8021;PL88107719950000000000003850
1;8023;PL88102024980000000000003855
1;8025;PL88102024980000000000003857
4;8025;PL88107719980000000000003858
1;8030;PL88102024980000000000003867
4;8030;PL88107719980000000000003868
1;8032;PL88102024980000000000003871
2;8032;PL88107719950000000000003872
2;8032;PL88107719950000000000003873
1;8033;PL88102024980000000000003874
1;8037;PL88102024980000000000003884
2;8037;PL88107719950000000000003885
2;8037;PL88107719950000000000003886
1;8038;PL88102024980000000000003887
2;8038;PL88107719950000000000003888
1;8042;PL88102024980000000000003893
4;8042;PL88107719980000000000003894
1;8043;PL88102024980000000000003895
1;8049;PL88102024980000000000003910
1;8050;PL88102024980000000000003911
1;8051;PL88102024980000000000003912
1;8053;PL88102024980000000000003918
1;8058;PL88102024980000000000003930
1;8059;PL88102024980000000000003931
4;8059;PL88107719980000000000003932
1;8060;PL88102024980000000000003933
3;8060;PL88107719960000000000003935
4;8060;PL88107719980000000000003934
1;8061;PL88102024980000000000003936
1;8066;PL88102024980000000000003947
2;8066;PL88107719950000000000003950
3;8066;PL88107719960000000000003949
4;8066;PL88107719980000000000003948
1;8067;PL88102024980000000000003951
2;8067;PL88107719950000000000003953
3;8067;PL88107719960000000000003952
4;8067;PL88107719980000000000003954
1;8069;PL88102024980000000000003961
1;8070;PL88102024980000000000003962
3;8070;PL88107719960000000000003963
1;8071;PL88102024980000000000003964
4;8071;PL88107719980000000000003965
1;8072;PL88102024980000000000003966
3;8072;PL88107719960000000000003968
4;8072;PL88107719980000000000003967
1;8074;PL88102024980000000000003970
3;8074;PL88107719960000000000003971
4;8074;PL88107719980000000000003972
1;8075;PL88102024980000000000003973
2;8075;PL88107719950000000000003976
3;8075;PL88107719960000000000003974
3;8075;PL88107719960000000000003975
1;8077;PL88102024980000000000003979
2;8077;PL88107719950000000000003980
4;8077;PL88107719980000000000003981
1;8079;PL88102024980000000000003985
2;8079;PL88107719950000000000003986
1;8082;PL88102024980000000000003991
3;8082;PL88107719960000000000003992
3;8082;PL88107719960000000000003993
1;8084;PL88102024980000000000003995
2;8084;PL88107719950000000000003998
3;8084;PL88107719960000000000003997
4;8084;PL88107719980000000000003996
1;8085;PL88102024980000000000003999
2;8085;PL88107719950000000000004000
4;8085;PL88107719980000000000004001
1;8094;PL88102024980000000000004029
1;8095;PL88102024980000000000004030
2;8095;PL88107719950000000000004031
3;8095;PL88107719960000000000004032
1;8099;PL88102024980000000000004038
2;8099;PL88107719950000000000004039
1;8101;PL88102024980000000000004041
1;8103;PL88102024980000000000004043
2;8103;PL88107719950000000000004044
3;8103;PL88107719960000000000004045
1;8104;PL88102024980000000000004046
2;8104;PL88107719950000000000004047
1;8105;PL88102024980000000000004048
3;8105;PL88107719960000000000004049
3;8105;PL88107719960000000000004051
4;8105;PL88107719980000000000004050
1;8106;PL88102024980000000000004052
1;8107;PL88102024980000000000004053
2;8107;PL88107719950000000000004055
3;8107;PL88107719960000000000004054
1;8108;PL88102024980000000000004056
3;8108;PL88107719960000000000004057
1;8109;PL88102024980000000000004058
3;8109;PL88107719960000000000004059
1;8111;PL88102024980000000000004062
3;8111;PL88107719960000000000004063
1;8112;PL88102024980000000000004064
2;8112;PL88107719950000000000004065
1;8120;PL88102024980000000000004096
2;8120;PL88107719950000000000004097
3;8120;PL88107719960000000000004098
1;8121;PL88102024980000000000004099
4;8121;PL88107719980000000000004100
1;8125;PL88102024980000000000004109
1;8126;PL88102024980000000000004110
2;8126;PL88107719950000000000004112
4;8126;PL88107719980000000000004111
1;8128;PL88102024980000000000004114
2;8128;PL88107719950000000000004116
3;8128;PL88107719960000000000004117
4;8128;PL88107719980000000000004115
1;8132;PL88102024980000000000004124
1;8133;PL88102024980000000000004125
3;8133;PL88107719960000000000004126
1;8137;PL88102024980000000000004134
3;8137;PL88107719960000000000004135
1;8138;PL88102024980000000000004136
4;8138;PL88107719980000000000004137
1;8139;PL88102024980000000000004138
2;8139;PL88107719950000000000004139
1;8141;PL88102024980000000000004142
3;8141;PL88107719960000000000004143
1;8149;PL88102024980000000000004163
2;8149;PL88107719950000000000004165
3;8149;PL88107719960000000000004164
1;8151;PL88102024980000000000004168
2;8151;PL88107719950000000000004170
4;8151;PL88107719980000000000004169
1;8153;PL88102024980000000000004173
1;8156;PL88102024980000000000004178
1;8161;PL88102024980000000000004189
3;8161;PL88107719960000000000004190
1;8166;PL88102024980000000000004201
2;8166;PL88107719950000000000004202
1;8171;PL88102024980000000000004216
2;8171;PL88107719950000000000004217
